nodeId,currentName,proposedName,width,height,screen,rule
1744:73469,Bottom Button,Bottom CTA / default,393,118,13.8 - AI Assist Page - Create Club - Edit Club Cover,Bottom Button
1744:73658,Bottom Button,Bottom CTA / default,393,118,9.1 - Park and Playground Details Page - As Host,Bottom Button
1744:73772,Bottom Button,Bottom CTA / default,393,118,9.2 - Park and Playground Details Page - Past Events,Bottom Button
1744:74817,Bottom Button,Bottom CTA / default,393,118,16.7 - Create Event - Send Invites,Bottom Button
1744:74865,Bottom Button,Bottom CTA / default,393,118,16.3 - Create Event - Provide Details,Bottom Button
1744:74919,Bottom Button,Bottom CTA / default,393,118,16.5 - Create Event - User Going Added,Bottom Button
1744:75020,Bottom Button,Bottom CTA / default,393,118,16.4 - Create Event - Who&#39;s Going Pop Up,Bottom Button
1744:75101,Bottom Button,Bottom CTA / default,393,118,16.4 - Create Event - Who&#39;s Going Pop Up,Bottom Button
1744:75697,Bottom Button,Bottom CTA / default,393,118,16.1 - Event Details,Bottom Button
1744:75788,Bottom Button,Bottom CTA / default,393,118,13.10 - AI Assist Page - Create Club - Invite Sent + Preview,Bottom Button
1744:75829,Bottom Button,Bottom CTA / default,393,118,11.6 - Home - My Events - Upload Moments - Post Multiple,Bottom Button
1744:75851,Bottom Button,Bottom CTA / default,393,118,11.7 - Home - My Events - Upload Moments - Edit,Bottom Button
1744:75907,Bottom Button,Bottom CTA / default,393,118,16.13 - Create Event - Provide Details,Bottom Button
1744:75970,Bottom Button,Bottom CTA / default,393,118,16.15 - Create Event - User Going Added,Bottom Button
1744:76033,Bottom Button,Bottom CTA / default,393,118,16.20 - Create Event - User Going Added,Bottom Button
1744:76096,Bottom Button,Bottom CTA / default,393,118,16.16 - Create Event - User Going Added,Bottom Button
1744:76271,Bottom Button,Bottom CTA / default,393,118,16.17 - Create Event - User Going Added,Bottom Button
1744:76446,Bottom Button,Bottom CTA / default,393,118,16.18 - Create Event - User Going Added,Bottom Button
1744:76621,Bottom Button,Bottom CTA / default,393,118,16.19 - Create Event - User Going Added,Bottom Button
1744:76780,Bottom Button,Bottom CTA / default,393,118,16.14 - Create Event - Who&#39;s Going Pop Up,Bottom Button
1744:76861,Bottom Button,Bottom CTA / default,393,118,16.14 - Create Event - Who&#39;s Going Pop Up,Bottom Button
1744:76898,Bottom Button,Bottom CTA / default,393,118,4.1 - Details Information - Default,Bottom Button
1744:76935,Bottom Button,Bottom CTA / default,393,118,4.2 - Details Information - Filled,Bottom Button
1744:77002,Bottom Button,Bottom CTA / default,393,118,4.16 - Select Kids Groups - Default,Bottom Button
1744:77041,Bottom Button,Bottom CTA / default,393,118,4.3 - Add Kids - Empty State,Bottom Button
1744:77089,Bottom Button,Bottom CTA / default,393,118,4.14 - Add Kids - Filled,Bottom Button
1744:77189,Bottom Button,Bottom CTA / default,393,118,4.15 - Add Kids - Full Spot,Bottom Button
1744:77228,Bottom Button,Bottom CTA / default,393,118,4.4 - Add Kids - Pop Up - 1,Bottom Button
1744:77307,Bottom Button,Bottom CTA / default,393,118,4.5 - Add Kids - Pop Up - 2,Bottom Button
1744:77386,Bottom Button,Bottom CTA / default,393,118,4.6 - Add Kids - Pop Up - 3,Bottom Button
1744:77465,Bottom Button,Bottom CTA / default,393,118,4.7 - Add Kids - Pop Up - 4,Bottom Button
1744:77571,Bottom Button,Bottom CTA / default,393,118,4.8 - Add Kids - Pop Up - 5,Bottom Button
1744:77704,Bottom Button,Bottom CTA / default,393,118,4.9 - Add Kids - Pop Up - 6,Bottom Button
1744:77851,Bottom Button,Bottom CTA / default,393,118,4.10 - Add Kids - Pop Up - 7,Bottom Button
1744:77930,Bottom Button,Bottom CTA / default,393,118,4.11 - Add Kids - Pop Up - 8,Bottom Button
1744:78009,Bottom Button,Bottom CTA / default,393,118,4.13 - Add Kids - Pop Up - 9,Bottom Button
1744:78144,Bottom Button,Bottom CTA / default,393,118,4.17 - Select Kids Groups - Dropdown,Bottom Button
1744:78240,Bottom Button,Bottom CTA / default,393,118,4.18 - Select Kids Groups - Selected,Bottom Button
1744:78358,Bottom Button,Bottom CTA / default,393,118,5.1 - Customize Profile - Default,Bottom Button
1744:78425,Bottom Button,Bottom CTA / default,393,118,5.4 - Customize Profile - Profile Image Uploaded,Bottom Button
1744:78484,Bottom Button,Bottom CTA / default,393,118,5.6 - Add your spouse,Bottom Button
1744:78549,Bottom Button,Bottom CTA / default,393,118,5.7 - Add your spouse,Bottom Button
1744:78718,Bottom Button,Bottom CTA / default,393,118,5.4 - Customize Profile - Profile Image Uploaded,Bottom Button
1744:78869,Bottom Button,Bottom CTA / default,393,118,6.1 - Spouse Onboarding - Landing Page,Bottom Button
1744:78909,Bottom Button,Bottom CTA / default,393,118,6.2 - Spouse Onboarding - Setup Profile,Bottom Button
1744:78949,Bottom Button,Bottom CTA / default,393,118,6.3 - Spouse Onboarding - Setup Profile,Bottom Button
1744:78986,Bottom Button,Bottom CTA / default,393,118,6.6 - Spouse Onboarding - Profile Photo Upload,Bottom Button
1744:79296,Bottom Button,Bottom CTA / default,393,110,12.5 - AI Assist Page - Create Event - Edit Event Details,Bottom Button
1744:79360,Bottom Button,Bottom CTA / default,393,110,12.7 - AI Assist Page - Create Event - Edit Event Details - User Added,Bottom Button
1744:79424,Bottom Button,Bottom CTA / default,393,110,12.12 - AI Assist Page - Create Event - Edit Event Details - Time Set,Bottom Button
1744:79488,Bottom Button,Bottom CTA / default,393,110,12.8 - AI Assist Page - Create Event - Edit Event Details - Set Time Pop Up 1,Bottom Button
1744:79664,Bottom Button,Bottom CTA / default,393,110,12.9 - AI Assist Page - Create Event - Edit Event Details - Set Time Pop Up 2,Bottom Button
1744:79840,Bottom Button,Bottom CTA / default,393,110,12.10 - AI Assist Page - Create Event - Edit Event Details - Set Time Pop Up 3,Bottom Button
1744:80016,Bottom Button,Bottom CTA / default,393,110,12.11 - AI Assist Page - Create Event - Edit Event Details - Set Time Pop Up 4,Bottom Button
1744:80185,Bottom Button,Bottom CTA / default,393,110,12.6 - AI Assist Page - Create Event - Edit Event Details - Add User Pop Up,Bottom Button
1744:80267,Bottom Button,Bottom CTA / default,393,118,12.6 - AI Assist Page - Create Event - Edit Event Details - Add User Pop Up,Bottom Button
1744:80394,Bottom Button,Bottom CTA / default,393,118,12.13 - AI Assist Page - Create Event - Send Invites,Bottom Button
1744:80517,Bottom Button,Bottom CTA / default,393,110,12.4 - AI Assist Page - Create Event - Image Preview,Bottom Button
1744:80586,Bottom Button,Bottom CTA / default,393,110,12.3 - AI Assist Page - Create Event - Shimmer Loading,Bottom Button
1744:66943,Button,Form Action Group,361,147,3.1 - Permission Required Page,Button frame cleanup
1744:66972,Button,Form Action Group,361,147,3.2 - Permission Required Page,Button frame cleanup
1744:67116,Button,IconButton / icon,32,32,10.2 - Memories - For You - Comment Pop up 1,Button frame cleanup
1744:67302,Button,IconButton / icon,32,32,10.5 - Memories - For You - Comment Pop up 4,Button frame cleanup
1744:67511,Button,IconButton / icon,32,32,10.6 - Memories - For You - Comment Pop up 5,Button frame cleanup
1744:67721,Button,IconButton / icon,32,32,10.7 - Memories - For You - Comment Pop up 6,Button frame cleanup
1744:67992,Button,IconButton / icon,32,32,10.8 - Memories - For You - Comment Pop up 7,Button frame cleanup
1744:68273,Button,IconButton / icon,32,32,10.3 - Memories - For You - Comment Pop up 2,Button frame cleanup
1744:68461,Button,IconButton / icon,32,32,10.4 - Memories - For You - Comment Pop up 3,Button frame cleanup
1744:68649,Button,IconButton / icon,32,32,10.1 - Memories - For You,Button frame cleanup
1744:68742,Button,IconButton / icon,32,32,8.1 - Home - My Events,Button frame cleanup
1744:68887,Button,IconButton / icon,32,32,8.2 - Home - My Events - Shimmer Loading,Button frame cleanup
1744:70585,Button,IconButton / icon,32,32,7.1 - Home - Discover Events - 2 Events,Button frame cleanup
1744:70738,Button,IconButton / icon,32,32,7.1 - Home - Discover Events - 2 Events,Button frame cleanup
1744:72899,Button,IconButton / icon,32,32,10.1 - Memories - For You,Button frame cleanup
1744:72993,Button,IconButton / icon,32,32,10.9 - Memories - For You - Shimmer Loading,Button frame cleanup
1744:79076,Button,IconButton / icon,32,32,7.1 - Home - Discover Events - 2 Events,Button frame cleanup
1744:80677,Button,IconButton / icon,32,32,7.2 - Home - Discover Events,Button frame cleanup
1744:80789,Button,IconButton / icon,32,32,7.3 - Home - Discover Events - Activities This Week - See All,Button frame cleanup
1744:81213,Button,IconButton / icon,32,32,7.1 - Home - Discover Events - 2 Events,Button frame cleanup
1744:81366,Button,IconButton / icon,32,32,7.5 - Home - Discover Events - Shimmer Loading,Button frame cleanup
